"","GeneName","EnsemblId","esti","pval","nbSegOver","plot","regionName"
"1062","LY6K","ENSG00000160886",-0.32,"0.97",1,"reg_8-142980001-144510000-1530_ENSG00000160886_LY6K.png","8-142980001-144510000-1530"
"1063","THEM6","ENSG00000130193",0.27,"0.06",1,"reg_8-142980001-144510000-1530_ENSG00000130193_THEM6.png","8-142980001-144510000-1530"
"1064","SLURP1","ENSG00000126233",0.12,"0.26",1,"reg_8-142980001-144510000-1530_ENSG00000126233_SLURP1.png","8-142980001-144510000-1530"
"1065","LYPD2","ENSG00000197353",0.01,"0.47",1,"reg_8-142980001-144510000-1530_ENSG00000197353_LYPD2.png","8-142980001-144510000-1530"
"1066","LYNX1","ENSG00000180155",0.25,"0.07",2,"reg_8-142980001-144510000-1530_ENSG00000180155_LYNX1.png","8-142980001-144510000-1530"
"1067","LY6D","ENSG00000167656",-0.05,"0.62",1,"reg_8-142980001-144510000-1530_ENSG00000167656_LY6D.png","8-142980001-144510000-1530"
"1068","GML","ENSG00000104499",-0.14,"0.75",3,"reg_8-142980001-144510000-1530_ENSG00000104499_GML.png","8-142980001-144510000-1530"
"1069","CYP11B1","ENSG00000160882",0.06,"0.39",1,"reg_8-142980001-144510000-1530_ENSG00000160882_CYP11B1.png","8-142980001-144510000-1530"
"1070","CYP11B2","ENSG00000179142",NA,"NA",1,"reg_8-142980001-144510000-1530_ENSG00000179142_CYP11B2.png","8-142980001-144510000-1530"
"1071","LY6E","ENSG00000160932",0.32,"0.032",1,"reg_8-142980001-144510000-1530_ENSG00000160932_LY6E.png","8-142980001-144510000-1530"
"1072","C8orf31","ENSG00000177335",NA,"NA",0,NA,"8-142980001-144510000-1530"
"1073","RP11-520P18.5","ENSG00000261667",NA,"NA",0,NA,"8-142980001-144510000-1530"
"1074","LY6H","ENSG00000176956",0.12,"0.25",2,"reg_8-142980001-144510000-1530_ENSG00000176956_LY6H.png","8-142980001-144510000-1530"
"1075","GPIHBP1","ENSG00000182851",NA,"NA",0,NA,"8-142980001-144510000-1530"
"1076","ZFP41","ENSG00000181638",0.36,"0.019",2,"reg_8-142980001-144510000-1530_ENSG00000181638_ZFP41.png","8-142980001-144510000-1530"
"1077","ZFP41","ENSG00000264668",NA,"NA",0,NA,"8-142980001-144510000-1530"
"1078","GLI4","ENSG00000250571",0.35,"0.022",1,"reg_8-142980001-144510000-1530_ENSG00000250571_GLI4.png","8-142980001-144510000-1530"
"1079","ZNF696","ENSG00000185730",0.44,"0.0056",1,"reg_8-142980001-144510000-1530_ENSG00000185730_ZNF696.png","8-142980001-144510000-1530"
"1080","TOP1MT","ENSG00000184428",0.41,"0.0085",3,"reg_8-142980001-144510000-1530_ENSG00000184428_TOP1MT.png","8-142980001-144510000-1530"
"1081","RHPN1","ENSG00000158106",0.45,"0.0045",1,"reg_8-142980001-144510000-1530_ENSG00000158106_RHPN1.png","8-142980001-144510000-1530"
"1082","MAFA","ENSG00000182759",0.03,"0.44",1,"reg_8-142980001-144510000-1530_ENSG00000182759_MAFA.png","8-142980001-144510000-1530"
"1083","ZC3H3","ENSG00000014164",0.69,"3.5e-05",3,"reg_8-144540001-144810000-270_ENSG00000014164_ZC3H3.png","8-144540001-144810000-270"
"1084","GSDMD","ENSG00000104518",0.59,"0.00028",1,"reg_8-144540001-144810000-270_ENSG00000104518_GSDMD.png","8-144540001-144810000-270"
"1085","MROH6","ENSG00000204839",0.16,"0.17",1,"reg_8-144540001-144810000-270_ENSG00000204839_MROH6.png","8-144540001-144810000-270"
"1086","NAPRT1","ENSG00000147813",NA,"NA",0,NA,"8-144540001-144810000-270"
"1087","EEF1D","ENSG00000104529",0.4,"0.01",1,"reg_8-144540001-144810000-270_ENSG00000104529_EEF1D.png","8-144540001-144810000-270"
"1088","TIGD5","ENSG00000179886",0.41,"0.0085",1,"reg_8-144540001-144810000-270_ENSG00000179886_TIGD5.png","8-144540001-144810000-270"
"1089","PYCRL","ENSG00000104524",NA,"NA",0,NA,"8-144540001-144810000-270"
"1090","TSTA3","ENSG00000104522",0.33,"0.027",1,"reg_8-144540001-144810000-270_ENSG00000104522_TSTA3.png","8-144540001-144810000-270"
"1091","ZNF623","ENSG00000183309",0.44,"0.0056",2,"reg_8-144540001-144810000-270_ENSG00000183309_ZNF623.png","8-144540001-144810000-270"
"1092","ZNF707","ENSG00000181135",0.5,"0.0018",2,"reg_8-144540001-144810000-270_ENSG00000181135_ZNF707.png","8-144540001-144810000-270"
"1093","CCDC166","ENSG00000255181",0.07,"0.35",1,"reg_8-144540001-144810000-270_ENSG00000255181_CCDC166.png","8-144540001-144810000-270"
"1094","MAPK15","ENSG00000181085",0.4,"0.01",1,"reg_8-144540001-144810000-270_ENSG00000181085_MAPK15.png","8-144540001-144810000-270"
"1095","FAM83H","ENSG00000180921",0.14,"0.21",1,"reg_8-144540001-144810000-270_ENSG00000180921_FAM83H.png","8-144540001-144810000-270"
"1096","SCRIB","ENSG00000180900",0.52,"0.0014",1,"reg_8-144840001-145170000-330_ENSG00000180900_SCRIB.png","8-144840001-145170000-330"
"1097","PUF60","ENSG00000179950",0.19,"0.14",2,"reg_8-144840001-145170000-330_ENSG00000179950_PUF60.png","8-144840001-145170000-330"
"1098","NRBP2","ENSG00000185189",0.48,"0.0028",1,"reg_8-144840001-145170000-330_ENSG00000185189_NRBP2.png","8-144840001-145170000-330"
"1099","EPPK1","ENSG00000227184",NA,"NA",0,NA,"8-144840001-145170000-330"
"1100","PLEC","ENSG00000178209",0.31,"0.038",4,"reg_8-144840001-145170000-330_ENSG00000178209_PLEC.png","8-144840001-145170000-330"
"1101","PARP10","ENSG00000178685",0.61,"0.00021",2,"reg_8-144840001-145170000-330_ENSG00000178685_PARP10.png","8-144840001-145170000-330"
"1102","GRINA","ENSG00000178719",0.45,"0.0045",1,"reg_8-144840001-145170000-330_ENSG00000178719_GRINA.png","8-144840001-145170000-330"
"1103","SPATC1","ENSG00000186583",0.44,"0.0076",1,"reg_8-144840001-145170000-330_ENSG00000186583_SPATC1.png","8-144840001-145170000-330"
"1104","OPLAH","ENSG00000178814",0.44,"0.0056",2,"reg_8-144840001-145170000-330_ENSG00000178814_OPLAH.png","8-144840001-145170000-330"
"1105","EXOSC4","ENSG00000178896",0.11,"0.26",1,"reg_8-144840001-145170000-330_ENSG00000178896_EXOSC4.png","8-144840001-145170000-330"
"1106","GPAA1","ENSG00000197858",0.49,"0.0022",2,"reg_8-144840001-145170000-330_ENSG00000197858_GPAA1.png","8-144840001-145170000-330"
"1107","CYC1","ENSG00000179091",0.42,"0.0069",1,"reg_8-144840001-145170000-330_ENSG00000179091_CYC1.png","8-144840001-145170000-330"
"1108","SHARPIN","ENSG00000179526",0.52,"0.0014",1,"reg_8-144840001-145170000-330_ENSG00000179526_SHARPIN.png","8-144840001-145170000-330"
"1109","MAF1","ENSG00000179632",0.27,"0.06",1,"reg_8-144840001-145170000-330_ENSG00000179632_MAF1.png","8-144840001-145170000-330"
"1110","KIAA1875","ENSG00000179698",NA,"NA",0,NA,"8-144840001-145170000-330"
"1111","MROH1","ENSG00000179832",0.65,"8.8e-05",2,"reg_8-145230001-145290000-60_ENSG00000179832_MROH1.png","8-145230001-145290000-60"
"1112","BOP1","ENSG00000170727",NA,"NA",0,NA,"8-145500001-146310000-810"
"1113","HSF1","ENSG00000185122",0.57,"0.00049",2,"reg_8-145500001-146310000-810_ENSG00000185122_HSF1.png","8-145500001-146310000-810"
"1114","DGAT1","ENSG00000185000",0.4,"0.01",1,"reg_8-145500001-146310000-810_ENSG00000185000_DGAT1.png","8-145500001-146310000-810"
"1115","SCRT1","ENSG00000170616",NA,"NA",0,NA,"8-145500001-146310000-810"
"1116","TMEM249","ENSG00000214597",NA,"NA",0,NA,"8-145500001-146310000-810"
"1117","GS1-393G12.13","ENSG00000271698",NA,"NA",0,NA,"8-145500001-146310000-810"
"1118","SLC52A2","ENSG00000185803",0.36,"0.019",1,"reg_8-145500001-146310000-810_ENSG00000185803_SLC52A2.png","8-145500001-146310000-810"
"1119","FBXL6","ENSG00000182325",0.54,"0.00083",1,"reg_8-145500001-146310000-810_ENSG00000182325_FBXL6.png","8-145500001-146310000-810"
"1120","ADCK5","ENSG00000173137",0.5,"0.002",1,"reg_8-145500001-146310000-810_ENSG00000173137_ADCK5.png","8-145500001-146310000-810"
"1121","CPSF1","ENSG00000071894",0.48,"0.0028",2,"reg_8-145500001-146310000-810_ENSG00000071894_CPSF1.png","8-145500001-146310000-810"
"1122","SLC39A4","ENSG00000147804",0.37,"0.015",1,"reg_8-145500001-146310000-810_ENSG00000147804_SLC39A4.png","8-145500001-146310000-810"
"1123","VPS28","ENSG00000160948",0.37,"0.015",2,"reg_8-145500001-146310000-810_ENSG00000160948_VPS28.png","8-145500001-146310000-810"
"1124","TONSL","ENSG00000160949",0.41,"0.0085",1,"reg_8-145500001-146310000-810_ENSG00000160949_TONSL.png","8-145500001-146310000-810"
"1125","CYHR1","ENSG00000187954",0.37,"0.015",2,"reg_8-145500001-146310000-810_ENSG00000187954_CYHR1.png","8-145500001-146310000-810"
"1126","KIFC2","ENSG00000167702",0.35,"0.022",1,"reg_8-145500001-146310000-810_ENSG00000167702_KIFC2.png","8-145500001-146310000-810"
"1127","FOXH1","ENSG00000160973",0.27,"0.06",1,"reg_8-145500001-146310000-810_ENSG00000160973_FOXH1.png","8-145500001-146310000-810"
"1128","PPP1R16A","ENSG00000160972",0.48,"0.0028",2,"reg_8-145500001-146310000-810_ENSG00000160972_PPP1R16A.png","8-145500001-146310000-810"
"1129","GPT","ENSG00000167701",-0.01,"0.52",1,"reg_8-145500001-146310000-810_ENSG00000167701_GPT.png","8-145500001-146310000-810"
"1130","MFSD3","ENSG00000167700",0.22,"0.11",1,"reg_8-145500001-146310000-810_ENSG00000167700_MFSD3.png","8-145500001-146310000-810"
"1131","RECQL4","ENSG00000160957",0.36,"0.019",2,"reg_8-145500001-146310000-810_ENSG00000160957_RECQL4.png","8-145500001-146310000-810"
"1132","LRRC14","ENSG00000160959",0.4,"0.01",1,"reg_8-145500001-146310000-810_ENSG00000160959_LRRC14.png","8-145500001-146310000-810"
"1133","LRRC24","ENSG00000254402",-0.09,"0.7",1,"reg_8-145500001-146310000-810_ENSG00000254402_LRRC24.png","8-145500001-146310000-810"
"1134","C8orf82","ENSG00000213563",0.18,"0.15",1,"reg_8-145500001-146310000-810_ENSG00000213563_C8orf82.png","8-145500001-146310000-810"
"1135","ARHGAP39","ENSG00000147799",0.49,"0.0022",6,"reg_8-145500001-146310000-810_ENSG00000147799_ARHGAP39.png","8-145500001-146310000-810"
"1136","ZNF251","ENSG00000198169",0.52,"0.0014",3,"reg_8-145500001-146310000-810_ENSG00000198169_ZNF251.png","8-145500001-146310000-810"
"1137","ZNF34","ENSG00000196378",0.66,"7.5e-05",2,"reg_8-145500001-146310000-810_ENSG00000196378_ZNF34.png","8-145500001-146310000-810"
"1138","RPL8","ENSG00000161016",0.16,"0.17",1,"reg_8-145500001-146310000-810_ENSG00000161016_RPL8.png","8-145500001-146310000-810"
"1139","ZNF517","ENSG00000197363",0.46,"0.0036",1,"reg_8-145500001-146310000-810_ENSG00000197363_ZNF517.png","8-145500001-146310000-810"
"1140","ZNF7","ENSG00000147789",0.59,"0.00028",2,"reg_8-145500001-146310000-810_ENSG00000147789_ZNF7.png","8-145500001-146310000-810"
"1141","COMMD5","ENSG00000170619",0.35,"0.022",2,"reg_8-145500001-146310000-810_ENSG00000170619_COMMD5.png","8-145500001-146310000-810"
"1142","ZNF250","ENSG00000196150",0.46,"0.0036",2,"reg_8-145500001-146310000-810_ENSG00000196150_ZNF250.png","8-145500001-146310000-810"
"1143","ZNF16","ENSG00000170631",0.66,"6.5e-05",2,"reg_8-145500001-146310000-810_ENSG00000170631_ZNF16.png","8-145500001-146310000-810"
"1144","C8orf33","ENSG00000182307",0.19,"0.14",2,"reg_8-145500001-146310000-810_ENSG00000182307_C8orf33.png","8-145500001-146310000-810"
"1145","ALDH1B1","ENSG00000137124",0.29,"0.044",1,"reg_9-38220001-38460000-240_ENSG00000137124_ALDH1B1.png","9-38220001-38460000-240"
"1146","IGFBPL1","ENSG00000137142",-0.06,"0.63",1,"reg_9-38220001-38460000-240_ENSG00000137142_IGFBPL1.png","9-38220001-38460000-240"
"1147","IKBKAP","ENSG00000070061",NA,"NA",0,NA,"9-111690001-112050000-360"
"1148","FAM206A","ENSG00000119328",0.07,"0.34",1,"reg_9-111690001-112050000-360_ENSG00000119328_FAM206A.png","9-111690001-112050000-360"
"1149","CTNNAL1","ENSG00000119326",0.1,"0.28",3,"reg_9-111690001-112050000-360_ENSG00000119326_CTNNAL1.png","9-111690001-112050000-360"
"1150","TMEM245","ENSG00000106771",0.11,"0.26",5,"reg_9-111690001-112050000-360_ENSG00000106771_TMEM245.png","9-111690001-112050000-360"
"1151","FRRS1L","ENSG00000260230",0.06,"0.37",2,"reg_9-111690001-112050000-360_ENSG00000260230_FRRS1L.png","9-111690001-112050000-360"
"1152","EPB41L4B","ENSG00000095203",0.15,"0.19",4,"reg_9-111690001-112050000-360_ENSG00000095203_EPB41L4B.png","9-111690001-112050000-360"
"1153","CELF2","ENSG00000048740",0.02,"0.45",7,"reg_10-11190001-15030000-3840_ENSG00000048740_CELF2.png","10-11190001-15030000-3840"
"1154","USP6NL","ENSG00000148429",0.58,"0.00037",6,"reg_10-11190001-15030000-3840_ENSG00000148429_USP6NL.png","10-11190001-15030000-3840"
"1155","ECHDC3","ENSG00000134463",0.54,"0.00083",2,"reg_10-11190001-15030000-3840_ENSG00000134463_ECHDC3.png","10-11190001-15030000-3840"
"1156","PROSER2","ENSG00000148426",0.57,"0.00049",3,"reg_10-11190001-15030000-3840_ENSG00000148426_PROSER2.png","10-11190001-15030000-3840"
"1157","UPF2","ENSG00000151461",0.46,"0.0036",5,"reg_10-11190001-15030000-3840_ENSG00000151461_UPF2.png","10-11190001-15030000-3840"
"1158","DHTKD1","ENSG00000181192",0.54,"0.00083",3,"reg_10-11190001-15030000-3840_ENSG00000181192_DHTKD1.png","10-11190001-15030000-3840"
"1159","SEC61A2","ENSG00000065665",0.18,"0.15",3,"reg_10-11190001-15030000-3840_ENSG00000065665_SEC61A2.png","10-11190001-15030000-3840"
"1160","NUDT5","ENSG00000165609",0.61,"0.00021",2,"reg_10-11190001-15030000-3840_ENSG00000165609_NUDT5.png","10-11190001-15030000-3840"
"1161","CDC123","ENSG00000151465",0.59,"0.00028",3,"reg_10-11190001-15030000-3840_ENSG00000151465_CDC123.png","10-11190001-15030000-3840"
"1162","CAMK1D","ENSG00000183049",0.28,"0.052",17,"reg_10-11190001-15030000-3840_ENSG00000183049_CAMK1D.png","10-11190001-15030000-3840"
"1163","CCDC3","ENSG00000151468",-0.07,"0.66",8,"reg_10-11190001-15030000-3840_ENSG00000151468_CCDC3.png","10-11190001-15030000-3840"
"1164","OPTN","ENSG00000123240",0.61,"0.00021",2,"reg_10-11190001-15030000-3840_ENSG00000123240_OPTN.png","10-11190001-15030000-3840"
"1165","MCM10","ENSG00000065328",0.41,"0.0085",2,"reg_10-11190001-15030000-3840_ENSG00000065328_MCM10.png","10-11190001-15030000-3840"
"1166","UCMA","ENSG00000165623",-0.25,"0.9",1,"reg_10-11190001-15030000-3840_ENSG00000165623_UCMA.png","10-11190001-15030000-3840"
"1167","PHYH","ENSG00000107537",0.29,"0.044",2,"reg_10-11190001-15030000-3840_ENSG00000107537_PHYH.png","10-11190001-15030000-3840"
"1168","AL138764.1","ENSG00000226209",NA,"NA",0,NA,"10-11190001-15030000-3840"
"1169","SEPHS1","ENSG00000086475",0.53,"0.0011",2,"reg_10-11190001-15030000-3840_ENSG00000086475_SEPHS1.png","10-11190001-15030000-3840"
"1170","BEND7","ENSG00000165626",0.18,"0.15",4,"reg_10-11190001-15030000-3840_ENSG00000165626_BEND7.png","10-11190001-15030000-3840"
"1171","PRPF18","ENSG00000165630",0.33,"0.027",2,"reg_10-11190001-15030000-3840_ENSG00000165630_PRPF18.png","10-11190001-15030000-3840"
"1172","RP11-295P9.3","ENSG00000239665",NA,"NA",0,NA,"10-11190001-15030000-3840"
"1173","FRMD4A","ENSG00000151474",0.37,"0.015",28,"reg_10-11190001-15030000-3840_ENSG00000151474_FRMD4A.png","10-11190001-15030000-3840"
"1174","FAM107B","ENSG00000065809",0.31,"0.038",9,"reg_10-11190001-15030000-3840_ENSG00000065809_FAM107B.png","10-11190001-15030000-3840"
"1175","CDNF","ENSG00000185267",0.26,"0.065",2,"reg_10-11190001-15030000-3840_ENSG00000185267_CDNF.png","10-11190001-15030000-3840"
"1176","HSPA14","ENSG00000187522",0.35,"0.022",2,"reg_10-11190001-15030000-3840_ENSG00000187522_HSPA14.png","10-11190001-15030000-3840"
"1177","SUV39H2","ENSG00000152455",0.11,"0.26",2,"reg_10-11190001-15030000-3840_ENSG00000152455_SUV39H2.png","10-11190001-15030000-3840"
"1178","DCLRE1C","ENSG00000152457",0.29,"0.044",3,"reg_10-11190001-15030000-3840_ENSG00000152457_DCLRE1C.png","10-11190001-15030000-3840"
"1179","MEIG1","ENSG00000197889",-0.34,"0.97",1,"reg_10-11190001-15030000-3840_ENSG00000197889_MEIG1.png","10-11190001-15030000-3840"
"1180","OLAH","ENSG00000152463",0.12,"0.25",2,"reg_10-15060001-15540000-480_ENSG00000152463_OLAH.png","10-15060001-15540000-480"
"1181","ACBD7","ENSG00000176244",-0.36,"0.98",2,"reg_10-15060001-15540000-480_ENSG00000176244_ACBD7.png","10-15060001-15540000-480"
"1182","C10orf111","ENSG00000176236",NA,"NA",0,NA,"10-15060001-15540000-480"
"1183","RPP38","ENSG00000152464",0.48,"0.0028",3,"reg_10-15060001-15540000-480_ENSG00000152464_RPP38.png","10-15060001-15540000-480"
"1184","NMT2","ENSG00000152465",0.06,"0.37",4,"reg_10-15060001-15540000-480_ENSG00000152465_NMT2.png","10-15060001-15540000-480"
"1185","FAM171A1","ENSG00000148468",-0.05,"0.6",6,"reg_10-15060001-15540000-480_ENSG00000148468_FAM171A1.png","10-15060001-15540000-480"
"1186","ZWINT","ENSG00000122952",0.19,"0.14",1,"reg_10-58110001-59490000-1380_ENSG00000122952_ZWINT.png","10-58110001-59490000-1380"
"1187","CTNNA3","ENSG00000183230",-0.18,"0.83",40,"reg_10-68190001-68790000-600_ENSG00000183230_CTNNA3.png","10-68190001-68790000-600"
"1188","LRRTM3","ENSG00000198739",-0.25,"0.89",6,"reg_10-68190001-68790000-600_ENSG00000198739_LRRTM3.png","10-68190001-68790000-600"
"1189","CTNNA3","ENSG00000183230",-0.18,"0.83",40,"reg_10-68820001-69420000-600_ENSG00000183230_CTNNA3.png","10-68820001-69420000-600"
"1190","LRRTM3","ENSG00000198739",-0.25,"0.89",6,"reg_10-68820001-69420000-600_ENSG00000198739_LRRTM3.png","10-68820001-69420000-600"
"1191","PRKRIR","ENSG00000137492",NA,"NA",0,NA,"11-76050001-77580000-1530"
"1192","RP11-111M22.2","ENSG00000179240",NA,"NA",0,NA,"11-76050001-77580000-1530"
"1193","C11orf30","ENSG00000158636",NA,"NA",0,NA,"11-76050001-77580000-1530"
"1194","LRRC32","ENSG00000137507",0.06,"0.37",2,"reg_11-76050001-77580000-1530_ENSG00000137507_LRRC32.png","11-76050001-77580000-1530"
"1195","TSKU","ENSG00000182704",0.15,"0.19",2,"reg_11-76050001-77580000-1530_ENSG00000182704_TSKU.png","11-76050001-77580000-1530"
"1196","ACER3","ENSG00000078124",0.1,"0.28",6,"reg_11-76050001-77580000-1530_ENSG00000078124_ACER3.png","11-76050001-77580000-1530"
"1197","B3GNT6","ENSG00000198488",-0.1,"0.72",1,"reg_11-76050001-77580000-1530_ENSG00000198488_B3GNT6.png","11-76050001-77580000-1530"
"1198","CAPN5","ENSG00000149260",0.46,"0.0036",3,"reg_11-76050001-77580000-1530_ENSG00000149260_CAPN5.png","11-76050001-77580000-1530"
"1199","OMP","ENSG00000254550",0.23,"0.11",1,"reg_11-76050001-77580000-1530_ENSG00000254550_OMP.png","11-76050001-77580000-1530"
"1200","MYO7A","ENSG00000137474",0.45,"0.0045",4,"reg_11-76050001-77580000-1530_ENSG00000137474_MYO7A.png","11-76050001-77580000-1530"
"1201","GDPD4","ENSG00000178795",0.14,"0.23",4,"reg_11-76050001-77580000-1530_ENSG00000178795_GDPD4.png","11-76050001-77580000-1530"
"1202","PAK1","ENSG00000149269",0.22,"0.11",6,"reg_11-76050001-77580000-1530_ENSG00000149269_PAK1.png","11-76050001-77580000-1530"
"1203","DKFZP434E1119","ENSG00000268635",NA,"NA",0,NA,"11-76050001-77580000-1530"
"1204","CLNS1A","ENSG00000074201",0.07,"0.34",5,"reg_11-76050001-77580000-1530_ENSG00000074201_CLNS1A.png","11-76050001-77580000-1530"
"1205","AQP11","ENSG00000178301",0.14,"0.2",2,"reg_11-76050001-77580000-1530_ENSG00000178301_AQP11.png","11-76050001-77580000-1530"
"1206","RSF1","ENSG00000048649",0.14,"0.21",6,"reg_11-76050001-77580000-1530_ENSG00000048649_RSF1.png","11-76050001-77580000-1530"
"1207","AAMDC","ENSG00000087884",0.1,"0.28",2,"reg_11-76050001-77580000-1530_ENSG00000087884_AAMDC.png","11-76050001-77580000-1530"
"1208","FAM76B","ENSG00000077458",0.25,"0.07",2,"reg_11-95280001-95940000-660_ENSG00000077458_FAM76B.png","11-95280001-95940000-660"
"1209","CEP57","ENSG00000166037",0.25,"0.07",2,"reg_11-95280001-95940000-660_ENSG00000166037_CEP57.png","11-95280001-95940000-660"
"1210","MTMR2","ENSG00000087053",0.22,"0.11",4,"reg_11-95280001-95940000-660_ENSG00000087053_MTMR2.png","11-95280001-95940000-660"
"1211","MAML2","ENSG00000184384",0.23,"0.092",8,"reg_11-95280001-95940000-660_ENSG00000184384_MAML2.png","11-95280001-95940000-660"
"1212","ADAMTS20","ENSG00000173157",-0.14,"0.78",3,"reg_12-43860001-47820000-3960_ENSG00000173157_ADAMTS20.png","12-43860001-47820000-3960"
"1213","PUS7L","ENSG00000129317",-0.03,"0.58",2,"reg_12-43860001-47820000-3960_ENSG00000129317_PUS7L.png","12-43860001-47820000-3960"
"1214","IRAK4","ENSG00000198001",0.06,"0.37",2,"reg_12-43860001-47820000-3960_ENSG00000198001_IRAK4.png","12-43860001-47820000-3960"
"1215","TWF1","ENSG00000151239",-0.03,"0.58",2,"reg_12-43860001-47820000-3960_ENSG00000151239_TWF1.png","12-43860001-47820000-3960"
"1216","TMEM117","ENSG00000139173",-0.06,"0.63",19,"reg_12-43860001-47820000-3960_ENSG00000139173_TMEM117.png","12-43860001-47820000-3960"
"1217","NELL2","ENSG00000184613",-0.03,"0.58",15,"reg_12-43860001-47820000-3960_ENSG00000184613_NELL2.png","12-43860001-47820000-3960"
"1218","DBX2","ENSG00000185610",0.03,"0.43",2,"reg_12-43860001-47820000-3960_ENSG00000185610_DBX2.png","12-43860001-47820000-3960"
"1219","ANO6","ENSG00000177119",-0.02,"0.55",8,"reg_12-43860001-47820000-3960_ENSG00000177119_ANO6.png","12-43860001-47820000-3960"
"1220","ARID2","ENSG00000189079",0.16,"0.17",7,"reg_12-43860001-47820000-3960_ENSG00000189079_ARID2.png","12-43860001-47820000-3960"
"1221","SCAF11","ENSG00000139218",0.19,"0.14",4,"reg_12-43860001-47820000-3960_ENSG00000139218_SCAF11.png","12-43860001-47820000-3960"
"1222","SLC38A1","ENSG00000111371",0.1,"0.28",4,"reg_12-43860001-47820000-3960_ENSG00000111371_SLC38A1.png","12-43860001-47820000-3960"
"1223","SLC38A2","ENSG00000134294",0.02,"0.45",1,"reg_12-43860001-47820000-3960_ENSG00000134294_SLC38A2.png","12-43860001-47820000-3960"
"1224","SLC38A4","ENSG00000139209",-0.11,"0.73",4,"reg_12-43860001-47820000-3960_ENSG00000139209_SLC38A4.png","12-43860001-47820000-3960"
